"game_date","game_number","opp_team","opp_runs","tor_runs","game_park_id","tor_atbats","tor_hits","tor_doubles","tor_triples","tor_homeruns","tor_rbi","tor_walks","opp_pitcher_start_id","opp_pitcher_start_name","opp_pitcher_whip","tor_batting_1_id","tor_batting_1_name","tor_batting_1_pos","tor_batting_2_id","tor_batting_2_name","tor_batting_2_pos","tor_batting_3_id","tor_batting_3_name","tor_batting_3_pos","tor_batting_4_id","tor_batting_4_name","tor_batting_4_pos","tor_batting_5_id","tor_batting_5_name","tor_batting_5_pos","tor_batting_6_id","tor_batting_6_name","tor_batting_6_pos","tor_batting_7_id","tor_batting_7_name","tor_batting_7_pos","tor_batting_8_id","tor_batting_8_name","tor_batting_8_pos","tor_batting_9_id","tor_batting_9_name","tor_batting_9_pos","galvf001","bichb001","gurrl001","fishd001","pillk001","hernt002","davij007","gricr001","mckib001","smoaj001","tellr001","sogae001","biggc002","guerv002","drurb001","jansd001","maill001","mcgur002","galvf001_ops_game","bichb001_ops_game","gurrl001_ops_game","fishd001_ops_game","pillk001_ops_game","hernt002_ops_game","davij007_ops_game","gricr001_ops_game","mckib001_ops_game","smoaj001_ops_game","tellr001_ops_game","sogae001_ops_game","biggc002_ops_game","guerv002_ops_game","drurb001_ops_game","jansd001_ops_game","maill001_ops_game","mcgur002_ops_game","galvf001_ops_todate","bichb001_ops_todate","gurrl001_ops_todate","fishd001_ops_todate","pillk001_ops_todate","hernt002_ops_todate","davij007_ops_todate","gricr001_ops_todate","mckib001_ops_todate","smoaj001_ops_todate","tellr001_ops_todate","sogae001_ops_todate","biggc002_ops_todate","guerv002_ops_todate","drurb001_ops_todate","jansd001_ops_todate","maill001_ops_todate","mcgur002_ops_todate","galvf001_ops_season","bichb001_ops_season","gurrl001_ops_season","fishd001_ops_season","pillk001_ops_season","hernt002_ops_season","davij007_ops_season","gricr001_ops_season","mckib001_ops_season","smoaj001_ops_season","tellr001_ops_season","sogae001_ops_season","biggc002_ops_season","guerv002_ops_season","drurb001_ops_season","jansd001_ops_season","maill001_ops_season","mcgur002_ops_season"
20190427,27,"OAK",1,7,"TOR02",34,12,4,0,0,6,5,"andeb004","Brett Anderson",1.307,"sogae001","Eric Sogard",6,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",8,"guerv002","Vladimir Guerrero",5,"hernt002","Teoscar Hernandez",7,"drurb001","Brandon Drury",4,"tellr001","Rowdy Tellez",10,"jansd001","Danny Jansen",2,"hansa001","Alen Hanson",9,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.65,0.5,1.75,0.0,0.65,2.333,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623,0.0,0.726,0.0,0.904,0.797,1.132,0.0,0.708,0.643,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190428,28,"OAK",4,5,"TOR02",45,11,2,0,2,5,2,"bassc001","Chris Bassitt",1.194,"sogae001","Eric Sogard",6,"smoaj001","Justin Smoak",10,"gricr001","Randal Grichuk",8,"tellr001","Rowdy Tellez",3,"guerv002","Vladimir Guerrero",5,"mckib001","Billy McKinney",7,"drurb001","Brandon Drury",4,"brits001","Socrates Brito",9,"maill001","Luke Maile",2,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.333,0.6,1.667,0.0,0.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.63,0.867,0.784,1.21,0.0,0.641,0.682,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.696,0.748,0.742,0.81,0.0,0.772,0.642,0.0,0.44,0.0
20190430,29,"ANA",4,3,"ANA01",31,5,1,0,1,2,3,"canng001","Griffin Canning",1.221,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",10,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"drurb001","Brandon Drury",9,"hernt002","Teoscar Hernandez",7,"maill001","Luke Maile",2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.5,1.25,0.0,0.0,0.0,0.843,0.0,0.0,0.0,0.0,0.628,0.0,0.721,0.0,0.847,0.746,1.156,0.0,0.639,0.704,0.0,0.481,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.0,0.44,0.0
20190501,30,"ANA",6,3,"ANA01",36,6,1,0,2,3,1,"bardl001","Luke Bard",1.102,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"guerv002","Vladimir Guerrero",5,"drurb001","Brandon Drury",4,"mckib001","Billy McKinney",9,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.75,2.417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.802,0.0,0.0,0.0,0.0,0.603,0.0,0.74,0.588,0.844,0.811,0.0,0.0,0.508,0.678,0.535,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.696,0.748,0.742,0.0,0.0,0.772,0.642,0.639,0.0,0.0
20190502,31,"ANA",6,2,"ANA01",32,6,3,0,0,2,3,"skagt001","Tyler Skaggs",1.275,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",3,"drurb001","Brandon Drury",5,"tellr001","Rowdy Tellez",10,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,"hansa001","Alen Hanson",9,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,0.833,1.25,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.773,0.0,0.0,0.0,0.0,0.592,0.0,0.756,0.0,0.844,0.831,1.094,0.0,0.0,0.68,0.515,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.0,0.642,0.639,0.0,0.0
20190503,32,"TEX",0,1,"ARL02",43,11,1,0,0,0,4,"minom001","Mike Minor",1.24,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",10,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"drurb001","Brandon Drury",9,"hernt002","Teoscar Hernandez",7,"maill001","Luke Maile",2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1.1,0.0,0.0,0.0,0.0,0.4,0.0,0.667,0.0,0.167,0.4,1.1,0.0,0.4,0.8,0.0,0.0,0.0,0.789,0.0,0.0,0.0,0.0,0.584,0.0,0.752,0.0,0.811,0.807,1.096,0.0,0.486,0.686,0.0,0.443,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.0,0.44,0.0
20190504,33,"TEX",8,5,"ARL02",32,9,1,1,0,5,5,"lynnl001","Lance Lynn",1.221,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"smoaj001","Justin Smoak",10,"gricr001","Randal Grichuk",8,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"mckib001","Billy McKinney",7,"jansd001","Danny Jansen",2,"brits001","Socrates Brito",9,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,1.6,0.0,0.833,0.0,0.5,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.606,0.799,0.815,1.128,0.0,0.531,0.0,0.514,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.696,0.748,0.742,0.81,0.0,0.772,0.0,0.639,0.0,0.0
20190505,34,"TEX",10,2,"ARL02",30,6,2,0,1,2,3,"smyld001","Drew Smyly",1.588,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",3,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",10,"drurb001","Brandon Drury",9,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,1.667,0.0,1.667,0.5,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.0,0.0,0.0,0.585,0.0,0.756,0.0,0.816,0.803,1.166,0.0,0.465,0.668,0.496,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190506,35,"MIN",8,0,"TOR02",29,3,0,0,0,0,2,"perem004","Martin Perez",1.52,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",3,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",10,"drurb001","Brandon Drury",9,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.753,0.0,0.0,0.0,0.0,0.57,0.0,0.749,0.0,0.8,0.798,1.093,0.0,0.425,0.651,0.493,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190507,36,"MIN",3,0,"TOR02",33,6,1,0,0,0,0,"berrj001","Jose Berrios",1.224,"galvf001","Freddy Galvis",6,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",8,"tellr001","Rowdy Tellez",10,"guerv002","Vladimir Guerrero",5,"mckib001","Billy McKinney",9,"drurb001","Brandon Drury",4,"hernt002","Teoscar Hernandez",7,"maill001","Luke Maile",2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.5,0.667,0.0,0.667,0.0,0.729,0.0,0.0,0.0,0.0,0.556,0.0,0.742,0.626,0.791,0.769,0.0,0.0,0.433,0.652,0.0,0.459,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.696,0.748,0.742,0.0,0.0,0.772,0.642,0.0,0.44,0.0
20190508,37,"MIN",9,1,"TOR02",29,2,0,0,1,1,2,"gibsk002","Kyle Gibson",1.444,"sogae001","Eric Sogard",4,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"smoaj001","Justin Smoak",10,"tellr001","Rowdy Tellez",3,"mckib001","Billy McKinney",7,"drurb001","Brandon Drury",5,"brits001","Socrates Brito",9,"maill001","Luke Maile",2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.721,0.657,0.776,0.748,1.051,0.0,0.0,0.636,0.0,0.429,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.696,0.748,0.742,0.81,0.0,0.0,0.642,0.0,0.44,0.0
20190510,38,"CHA",3,4,"TOR02",28,4,1,0,2,4,7,"coved001","Dylan Covey",1.77,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,1.25,0.0,0.0,1.167,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.701,0.0,0.0,0.0,0.0,0.601,0.0,0.735,0.0,0.794,0.761,1.02,0.0,0.393,0.0,0.471,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.531,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.0,0.639,0.0,0.0
20190511,39,"CHA",7,2,"TOR02",32,8,2,1,1,2,3,"novai001","Ivan Nova",1.455,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"hernt002","Teoscar Hernandez",7,"mckib001","Billy McKinney",9,"maill001","Luke Maile",2,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.667,0.0,0.727,0.0,0.0,0.0,0.0,0.582,0.0,0.776,0.661,0.77,0.735,0.965,0.0,0.495,0.0,0.0,0.443,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.696,0.748,0.742,0.81,0.0,0.772,0.0,0.0,0.44,0.0
20190512,40,"CHA",5,1,"TOR02",31,4,1,0,0,1,1,"gioll001","Lucas Giolito",1.067,"galvf001","Freddy Galvis",6,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"drurb001","Brandon Drury",4,"hernt002","Teoscar Hernandez",7,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.667,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.721,0.0,0.0,0.0,0.0,0.583,0.0,0.766,0.0,0.748,0.727,0.0,0.0,0.517,0.622,0.455,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.531,0.737,0.0,0.748,0.742,0.0,0.0,0.772,0.642,0.639,0.0,0.0
20190514,41,"SFN",3,7,"SFO03",36,10,2,0,2,7,6,"vincn001","Nick Vincent",1.335,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"mckib001","Billy McKinney",7,"davij007","Jonathan Davis",8,"jansd001","Danny Jansen",2,"thort002","Trent Thornton",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.9,0.4,0.0,1.1,0.0,3.05,0.0,0.25,0.0,0.0,0.716,0.0,0.0,0.0,0.0,0.0,0.0,0.763,0.671,0.74,0.0,0.974,0.0,0.72,0.0,0.45,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.696,0.748,0.0,0.81,0.0,0.772,0.0,0.639,0.0,0.0
20190515,42,"SFN",4,3,"SFO03",32,5,2,0,0,2,3,"andes002","Shaun Anderson",1.552,"drurb001","Brandon Drury",4,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"hernt002","Teoscar Hernandez",7,"mckib001","Billy McKinney",9,"maill001","Luke Maile",2,"jacke001","Edwin Jackson",1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,0.75,0.0,0.0,0.25,0.833,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.561,0.0,0.765,0.647,0.0,0.727,0.0,0.0,0.693,0.628,0.0,0.416,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.696,0.0,0.742,0.0,0.0,0.772,0.642,0.0,0.44,0.0
20190516,43,"CHA",4,2,"CHI12",29,2,0,0,1,1,4,"coved001","Dylan Covey",1.77,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",10,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",5,"mckib001","Billy McKinney",7,"davij007","Jonathan Davis",8,"jansd001","Danny Jansen",2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,0.5,0.333,0.0,0.0,0.744,0.0,0.0,0.0,0.0,0.0,0.0,0.747,0.625,0.732,0.0,0.945,0.0,0.648,0.624,0.447,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.696,0.748,0.0,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190517,44,"CHA",2,10,"CHI12",40,15,4,0,3,9,6,"novai001","Ivan Nova",1.455,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",9,"mckib001","Billy McKinney",7,"jansd001","Danny Jansen",2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,2.8,0.4,1.1,0.0,1.4,0.7,1.85,0.0,0.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.68,0.77,0.715,0.954,0.0,0.697,0.626,0.506,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.696,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190518,45,"CHA",4,1,"CHI12",17,3,1,0,0,1,2,"gioll001","Lucas Giolito",1.067,"mckib001","Billy McKinney",7,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",10,"tellr001","Rowdy Tellez",3,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",9,"urenr001","Richard Urena",4,"maill001","Luke Maile",2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.665,0.759,0.73,0.0,0.0,0.706,0.618,0.0,0.401,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.696,0.748,0.742,0.0,0.0,0.772,0.642,0.0,0.44,0.0
20190519,46,"CHA",2,5,"CHI12",35,8,0,0,3,5,2,"loper003","Reynaldo Lopez",1.457,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"mckib001","Billy McKinney",7,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.833,0.5,0.0,0.0,1.75,0.0,1.75,0.0,0.0,0.733,0.0,0.0,0.0,0.0,0.0,0.112,0.731,0.683,0.761,0.723,0.903,0.0,0.766,0.0,0.554,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.696,0.748,0.742,0.81,0.0,0.772,0.0,0.639,0.0,0.0
20190520,47,"BOS",12,2,"TOR02",31,3,0,0,1,2,1,"pricd001","David Price",1.317,"davij007","Jonathan Davis",8,"drurb001","Brandon Drury",5,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",10,"mckib001","Billy McKinney",7,"urenr001","Richard Urena",4,"maill001","Luke Maile",2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.724,0.0,0.0,0.0,0.0,0.0,0.182,0.715,0.668,0.754,0.0,0.0,0.0,0.0,0.601,0.539,0.471,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.696,0.748,0.0,0.0,0.0,0.0,0.642,0.639,0.44,0.0
20190521,48,"BOS",3,10,"TOR02",34,11,1,0,3,10,5,"rodre004","Eduardo Rodriguez",1.329,"davij007","Jonathan Davis",8,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"mckib001","Billy McKinney",7,"jansd001","Danny Jansen",2,"drurb001","Brandon Drury",4,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.4,1.75,0.25,0.4,2.0,0.0,0.0,0.8,1.75,0.5,0.0,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.222,0.737,0.659,0.747,0.769,0.0,0.0,0.767,0.626,0.537,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.696,0.748,0.742,0.0,0.0,0.772,0.642,0.639,0.0,0.0
20190522,49,"BOS",6,5,"TOR02",50,11,3,0,3,5,3,"porcr001","Rick Porcello",1.396,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",7,"davij007","Jonathan Davis",8,"maill001","Luke Maile",2,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.6,1.5,0.0,0.0,1.167,1.0,0.0,0.333,0.0,0.722,0.0,0.0,0.0,0.0,0.0,0.206,0.725,0.0,0.776,0.796,0.849,0.0,0.798,0.642,0.0,0.468,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.0,0.44,0.0
20190523,50,"BOS",8,2,"TOR02",32,5,3,0,1,2,0,"weber001","Ryan Weber",1.393,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",10,"tellr001","Rowdy Tellez",3,"drurb001","Brandon Drury",7,"galvf001","Freddy Galvis",6,"mckib001","Billy McKinney",9,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.167,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.636,0.789,0.804,0.816,0.0,0.761,0.656,0.532,0.0,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.531,0.0,0.696,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190524,51,"SDN",6,3,"TOR02",30,3,0,0,2,3,1,"luccj001","Joey Lucchesi",1.225,"drurb001","Brandon Drury",9,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",10,"tellr001","Rowdy Tellez",3,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"jansd001","Danny Jansen",2,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,2.333,0.0,1.667,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.0,0.604,0.0,0.0,0.0,0.0,0.717,0.0,0.779,0.784,0.0,0.0,0.727,0.64,0.519,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.748,0.742,0.0,0.793,0.772,0.642,0.639,0.0,0.0
20190525,52,"SDN",19,4,"TOR02",30,4,0,0,2,4,2,"quanc001","Cal Quantrill",1.301,"galvf001","Freddy Galvis",6,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"davij007","Jonathan Davis",8,"maill001","Luke Maile",2,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0.5,0.0,1.667,0.0,0.0,0.0,0.667,0.0,0.0,1.833,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.747,0.0,0.673,0.0,0.0,0.0,0.228,0.702,0.0,0.798,0.768,0.0,0.0,0.711,0.0,0.0,0.444,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.748,0.742,0.0,0.793,0.772,0.0,0.0,0.44,0.0
20190526,53,"SDN",1,10,"TOR02",40,17,3,0,4,10,1,"erlir001","Robbie Erlin",1.579,"sogae001","Eric Sogard",5,"guerv002","Vladimir Guerrero",10,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"drurb001","Brandon Drury",9,"jansd001","Danny Jansen",2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.1,0.0,2.0,0.0,1.0,2.25,1.4,0.5,0.0,0.0,0.0,0.728,0.0,0.855,0.0,0.0,0.0,0.0,0.712,0.0,0.835,0.0,0.825,0.9,0.746,0.637,0.498,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.748,0.0,0.81,0.793,0.772,0.642,0.639,0.0,0.0
20190527,54,"TBA",8,3,"STP01",30,4,1,0,2,3,5,"chiry001","Yonny Chirinos",1.052,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",10,"davij007","Jonathan Davis",8,"maill001","Luke Maile",2,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1.833,0.0,1.167,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.667,0.0,0.746,0.0,0.875,0.0,0.0,0.0,0.333,0.698,0.0,0.0,0.749,0.808,0.748,0.73,0.0,0.0,0.455,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.0,0.44,0.0
